IDEESS;Dirección;Horario;Rótulo;Margen;Tipo Venta;Remisión;Latitud;Longitud (WGS84);Municipio;C.P.;Provincia;CCAA
5376;CR A-5, 104,3;L-D: 24H;REPSOL;I;P;OM;39,988722;-4,703778;Cazalegas;45683;TOLEDO;CASTILLA LA MANCHA
5493;CM-4000 km P.K.50,6;L-D: 07:00-21:00;FARRUCO S.A.;N;P;dm;39,936694;-4,563389;Cebolla;45680;TOLEDO;CASTILLA LA MANCHA
5349;CARRETERA CM-4004 KM. 17,50;L-D: 24H;CEPSA;N;P;dm;40,119250;-3,933611;Cedillo del Condado;45214;TOLEDO;CASTILLA LA MANCHA
14886;CALLE LA INDUSTRIA, S/N;L-D: 24H;PUNTO AZUL 24H;D;P;dm;40,118361;-3,941028;Cedillo del Condado;45214;TOLEDO;CASTILLA LA MANCHA
5374;CR A-5, 91.9;"L-J: 07:00-22:00; V: 07:00-23:00; S-D: 07:00-22:00";REPSOL;D;P;OM;40,016750;-4,562000;Cerralbos (Los);45552;TOLEDO;CASTILLA LA MANCHA
5436;CARRETERA MALPICA KM. 10,200;"L-V: 06:00-21:00; S-D: 07:00-21:00";LA CERRALBEÑA RASO,S.L.;D;P;dm;39,981694;-4,572000;Cerralbos (Los);45552;TOLEDO;CASTILLA LA MANCHA
8823;CALLE SAN SEBASTIAN, S/N.;L-D: 24H;PETRODOS;N;R;dm;40,096750;-4,039167;Chozas de Canales;45960;TOLEDO;CASTILLA LA MANCHA
14132;CARRETERA TO-4111-V KM. 26;L-D: 06:30-22:00;AGUDO GASOLEOS;I;P;dm;40,107444;-4,027917;Chozas de Canales;45960;TOLEDO;CASTILLA LA MANCHA
4381;CARRETERA TOLEDO-COBISA KM 4,4 KM. 4,400;L-D: 06:30-22:30;HNOS. NAVAMUEL ESPERANZA;D;P;dm;39,817556;-4,021194;Cobisa;45111;TOLEDO;CASTILLA LA MANCHA
5432;CARRETERA CM-400 KM. 63,4;"L-V: 07:00-21:00; S: 10:00-15:00; D: 16:00-21:00";CEPSA;D;P;OM;39,458389;-3,594028;Consuegra;45700;TOLEDO;CASTILLA LA MANCHA
5405;CARRETERA CM-400 KM. 61;L-D: 06:00-22:00;CEPSA;D;P;OM;39,470056;-3,612111;Consuegra;45700;TOLEDO;CASTILLA LA MANCHA
13101;CARRETERA TOLEDO-ALCAZAR KM. 0,5;L-D: 24H;E.S. EL DESVIO;I;P;dm;39,471528;-3,615861;Consuegra;45700;TOLEDO;CASTILLA LA MANCHA
8819;CTRA. DE LOS YEBENES, 24,8;L-D: 24H;COOP. EL AMARGUILLO;N;R;dm;39,468417;-3,621472;Consuegra;45700;TOLEDO;CASTILLA LA MANCHA
12947;CALLE INDUSTRIAS, 22;L-D: 24H;ABOX-OIL;N;P;dm;39,466500;-3,615139;Consuegra;45700;TOLEDO;CASTILLA LA MANCHA
8820;CALLE REAL, 16;L-D: 24H;COOP. NTRA.SRA.DE LA MUELA;N;R;dm;39,753188;-3,159895;Corral de Almaguer;45880;TOLEDO;CASTILLA LA MANCHA
8821;CALLE DESVIACION, S/N.;L-D: 24H;COOP. NTRA.SRA. DE LA PAZ;N;R;dm;39,762105;-3,173284;Corral de Almaguer;45880;TOLEDO;CASTILLA LA MANCHA
5428;CR N-301, 97;L-D: 06:00-22:00;REPSOL;I;P;OM;39,767778;-3,175083;Corral de Almaguer;45880;TOLEDO;CASTILLA LA MANCHA
11053;AUTOPISTA AP-36 (MRG.IZDO.) KM. 34;L-D: 07:00-23:00;CEPSA;I;P;dm;39,724250;-3,132806;Corral de Almaguer;45880;TOLEDO;CASTILLA LA MANCHA
10948;AUTOPISTA AP-36 (MRG.DCHO.) KM. 34;L-D: 24H;CEPSA;D;P;OM;39,723417;-3,134333;Corral de Almaguer;45880;TOLEDO;CASTILLA LA MANCHA
8822;CARRETERA GALVEZ A CUERVA KM. 5;L-D: 24H;PETROLEOS PEÑAFLOR;N;R;dm;39,670694;-4,224167;Cuerva;45126;TOLEDO;CASTILLA LA MANCHA
5460;AUTOVIA A-4 KM. 72,2;L-D: 06:30-22:30;REPSOL;D;P;OM;39,870194;-3,477556;Dosbarrios;45311;TOLEDO;CASTILLA LA MANCHA
5461;AUTOVIA A-4 KM. 72;L-D: 06:00-22:00;REPSOL;I;P;OM;39,868861;-3,477056;Dosbarrios;45311;TOLEDO;CASTILLA LA MANCHA
8825;CALLE NOBLEJAS, 9;L-D: 24H;COOP. SANTO TOMAS CANTUARIENSE;N;R;dm;39,884417;-3,479444;Dosbarrios;45311;TOLEDO;CASTILLA LA MANCHA
8826;BARRIO ORTIZ DE ZARATE, S/N.;L-D: 24H;PETROALBERCHE, S COOP DE CLM;N;R;dm;40,171333;-4,406167;Escalona;45910;TOLEDO;CASTILLA LA MANCHA
5503;CN-403 km P.K. 52;L-D: 24H;FARRUCO S.A.;N;P;dm;40,158694;-4,398806;Escalona;45910;TOLEDO;CASTILLA LA MANCHA
5466;CARRETERA N-403 KM. 51,2;L-D: 07:00-23:00;CEPSA;D;P;OM;40,148528;-4,402306;Escalona;45910;TOLEDO;CASTILLA LA MANCHA
5486;CM-4009 km P.K.23,8;L-D: 24H;FARRUCO S.A.;N;P;dm;39,934639;-4,337722;Escalonilla;45517;TOLEDO;CASTILLA LA MANCHA
8827;CAMINO DEHESILLA, S/N;L-D: 24H;COOP. NTRA.SRA. PIEDRAESCRITA;N;R;dm;39,654722;-4,783444;Espinoso del Rey;45650;TOLEDO;CASTILLA LA MANCHA
5452;CL PASEO GALATEA, 35 (TO-423 km 10,9);"L-V: 06:00-22:00; S-D: 07:00-22:00";REPSOL;I;P;dm;40,108528;-3,770167;Esquivias;45221;TOLEDO;CASTILLA LA MANCHA
14355;CALLE SAGRA ALTA, 1;L-D: 24H;EL QUIJOTE;D;R;dm;40,107861;-3,772000;Esquivias;45221;TOLEDO;CASTILLA LA MANCHA
8829;AVENIDA SANTIAGO, 45;L-D: 24H;COOP. NTRA.SRA. SOLEDAD;N;R;dm;40,056889;-4,201278;Fuensalida;45510;TOLEDO;CASTILLA LA MANCHA
5504;CALLE RAMON Y CAJAL, 46;L-D: 24H;FARRUCO S.A.;N;P;dm;40,049306;-4,210917;Fuensalida;45510;TOLEDO;CASTILLA LA MANCHA
13703;CARRETERA TORRIJOS KM. 26;L-D: 24H;REPSOL;D;P;dm;40,043472;-4,215306;Fuensalida;45510;TOLEDO;CASTILLA LA MANCHA
5487;TO-4421-V km P.K.10,2;L: 24H;FARRUCO S.A.;N;P;dm;40,057278;-4,197611;Fuensalida;45510;TOLEDO;CASTILLA LA MANCHA
8828;AVDA. DE SANTIAGO, 111;L-D: 24H;PETROLEOS DE FUENSALIDA;N;R;dm;40,057972;-4,197361;Fuensalida;45510;TOLEDO;CASTILLA LA MANCHA
4395;CARRETERA CM 401 KM. 28,300;L-D: 07:00-22:30;BERMUDEZ;D;P;dm;39,704944;-4,271778;Gálvez;45164;TOLEDO;CASTILLA LA MANCHA
8830;CAMINO LA PUEBLA, S/N;L-D: 24H;PETROLEOS DE GALVEZ;N;R;dm;39,707806;-4,278722;Gálvez;45164;TOLEDO;CASTILLA LA MANCHA
5380;CARRETERA TORRIJOS A GERINDOTE KM. 2;L-D: 06:30-22:30;DAGAS-OIL S.L.;N;P;dm;39,972167;-4,297778;Gerindote;45518;TOLEDO;CASTILLA LA MANCHA
5346;CARRETERA CM-401 KM. 9,200;L-D: 06:00-22:00;AVIA;D;P;dm;39,804694;-4,132278;Guadamur;45160;TOLEDO;CASTILLA LA MANCHA
14563;CALLE FUENTE RISQUILLO, 1;L-D: 06:30-22:30;NAVAMUEL;I;P;dm;39,802917;-4,133417;Guadamur;45160;TOLEDO;CASTILLA LA MANCHA
8831;CALLE CAMINO DE LA FABRICA, S/N;L-D: 24H;PRADOGAS, S.COOP. DE C-LM;N;R;dm;39,803778;-4,142000;Guadamur;45160;TOLEDO;CASTILLA LA MANCHA
5483;AUTOVIA A-4 KM. 84,700;L-D: 24H;REPSOL;I;P;dm;39,765944;-3,479500;Guardia (La);45760;TOLEDO;CASTILLA LA MANCHA
5474;AUTOVIA N-IV KM. 83,300;L-D: 24H;CEPSA;I;P;dm;39,778083;-3,478472;Guardia (La);45760;TOLEDO;CASTILLA LA MANCHA
9463;CARRETERA N IV KM. 81,400;L-D: 24H;BP;D;P;dm;39,794639;-3,481917;Guardia (La);45760;TOLEDO;CASTILLA LA MANCHA
8833;CALLE QUEIPO DE LLANO, 1;L-D: 24H;SAN ILDEFONSO, S.COOP. DE C-LM;N;R;dm;39,888472;-5,245611;Herreruela de Oropesa;45588;TOLEDO;CASTILLA LA MANCHA
13387;CARRETERA CM 4051 POLIGONO 5 PARCELA 122 KM. 15;L-D: 24H;COMBUSTIBLES HUERTA;I;P;dm;39,868167;-3,607611;Huerta de Valdecarábanos;45750;TOLEDO;CASTILLA LA MANCHA
12766;CALLE TILO, 54;L-D: 24H;BALLENOIL;D;P;dm;40,135111;-3,836000;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
11676;POLIGONO INDUSTRIAL BOADILLA PARCELAS 2-3-4, S/N;L-D: 06:30-22:30;SHELL;D;P;OM;40,142222;-3,830222;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
11414;CARRETERA CM-4010 KM. 2;L-D: 24H;BP ILLESCAS;D;P;OM;40,125778;-3,827028;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
5401;AVENIDA CASTILLA LA MANCHA, 79;"L-V: 07:00-22:00; S-D: 08:00-15:00";REPSOL;D;P;OM;40,126306;-3,846250;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
5352;CR A-42, 32,8;L-D: 06:00-22:00;REPSOL;D;P;OM;40,150333;-3,824111;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
13847;AVENIDA COMERCIO, 49;L-D: 24H;BALLENOIL;D;P;dm;40,112389;-3,857028;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
13116;AVENIDA NACIONES (DE LAS), 29;"L-V: 07:30-22:00; S-D: 08:30-22:00";LOWCOST;D;P;dm;40,151139;-3,824500;Illescas;45200;TOLEDO;CASTILLA LA MANCHA
8834;CARRETERA VILLA DE D. FADRIQUE KM. 13;L-D: 24H;LILLO SUMINISTROS;N;R;dm;39,719028;-3,299972;Lillo;45870;TOLEDO;CASTILLA LA MANCHA
5443;CALLE ANTIGUA CARRETERA N-IV KM 119, SN;"L-V: 08:30-14:30 y 17:00-21:00; S: 09:30-14:30 y 17:00-21:00; D: 10:00-14:30 y 17:00-20:30";BURAN ENERGY;D;P;dm;39,465944;-3,523417;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
12521;CALLE CARRETERA DE VILLACAÑAS, 14;L-D: 24H;E.S. ABOX-OIL;D;P;dm;39,475944;-3,527250;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
8836;CTRA. ANTIGUA N-IV, KM. 118;L-D: 24H;CABEZA DEL CONDE;D;R;dm;39,474472;-3,526611;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
5361;CR A-4, 106,9;L-D: 24H;REPSOL;D;P;OM;39,572333;-3,516861;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
8070;CARRETERA MADRID- CADIZ KM. 113;"L-V: 06:00-22:00; S-D: 07:30-22:30";CEPSA;I;P;OM;39,516944;-3,523694;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
13883;AUTOVIA A-4 KM. 113,3;"L-V: 07:00-23:00; S-D: 07:00-22:00";CEPSA;D;P;OM;39,518944;-3,523861;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
5464;AUTOVIA ANTIGUA N-IV KM. 117,6;L-D: 06:00-22:00;CEPSA . LOHANA;D;P;dm;39,478611;-3,528806;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
5478;AUTOVIA A-4 KM. 112,8;L-D: 24H;SANTA ANA;D;P;dm;39,520694;-3,524000;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
4409;AUTOVIA NACIONAL IV KM. 113;L-D: 24H;REPSOL;I;P;dm;39,516028;-3,523694;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
5372;CR C-400 66 (C-400 km 66,07);L-S: 07:00-21:00;REPSOL;I;P;dm;39,464583;-3,556444;Madridejos;45710;TOLEDO;CASTILLA LA MANCHA
14519;CARRETERA SAN MARTIN DE PUSA A SANTA OLALLA KM. 6;L-D: 07:00-21:00;.ES CARBURANTES;D;P;dm;39,893778;-4,547139;Malpica de Tajo;45692;TOLEDO;CASTILLA LA MANCHA
10068;CARRETERA ANTIGUA NV KM. 74;"L-V: 06:30-22:30; S-D: 07:00-23:00";BP OIL ;I;P;dm;40,058472;-4,370833;Maqueda;45515;TOLEDO;CASTILLA LA MANCHA
4421;N-403 km 42;"L: 06:00-00:00; V-D: 06:00-00:00";MEROIL;N;P;dm;40,078722;-4,379694;Maqueda;45515;TOLEDO;CASTILLA LA MANCHA
5355;CR C-400, 24;"L-V: 08:00-20:00; S: 08:00-14:00";HERMANOS FERNANDEZ GARCIA SA;D;P;dm;39,733750;-3,828250;Mascaraque;45430;TOLEDO;CASTILLA LA MANCHA
13575;CARRETERA NAVAHERMOSA KM. 42,3;L-D: 24H;MAZARANOIL;D;R;dm;39,691028;-4,021028;Mazarambroz;45114;TOLEDO;CASTILLA LA MANCHA
8840;CTRA. SAN PABLO DE LOS MONTES, 2;L-D: 24H;COOP. VALLE DE MENA;N;R;dm;39,636028;-4,287222;Menasalbas;45128;TOLEDO;CASTILLA LA MANCHA
8839;CARRETERA SAN PABLO DE LOS MONTES KM. 1,5;L-D: 24H;COOP. NTRA.SRA. DE LA SALUD;N;R;dm;39,622472;-4,292444;Menasalbas;45128;TOLEDO;CASTILLA LA MANCHA
8838;CTRA. DE CUERVA, S/N.;L-D: 24H;COOP. FUENTE DE BARTOLO;N;R;dm;39,647250;-4,273833;Menasalbas;45128;TOLEDO;CASTILLA LA MANCHA
5347;CARRETERA TO-7811 KM. 5,500;L-D: 07:00-23:00;REPSOL;I;P;dm;39,652694;-4,276528;Menasalbas;45128;TOLEDO;CASTILLA LA MANCHA
5395;CARRETERA CM-610 KM. 6,700;L-D: 24H;REPSOL;I;P;dm;40,242528;-4,189056;Méntrida;45930;TOLEDO;CASTILLA LA MANCHA
8841;CALLE SAN ROQUE, 1;L-D: 24H;PETROMENTRIDA;N;R;dm;40,237083;-4,189861;Méntrida;45930;TOLEDO;CASTILLA LA MANCHA
5435;CARRETERA QUINTANAR-ALCAZAR KM. 7600;L-D: 24H;NINGUNO;N;P;dm;39,525528;-3,080750;Miguel Esteban;45830;TOLEDO;CASTILLA LA MANCHA
8842;CALLE CHARCO, 69;L-D: 24H;COOP. SAN ISIDRO DE MIGUEL ESTEBAN;N;R;dm;39,521944;-3,080500;Miguel Esteban;45830;TOLEDO;CASTILLA LA MANCHA
5348;CARRETERA QUINTANAR ALCAZAR KM. ;"L-V: 05:30-22:00; S: 06:00-22:00; D: 08:00-22:00";REPSOL;D;P;dm;39,530222;-3,076361;Miguel Esteban;45830;TOLEDO;CASTILLA LA MANCHA
5448;AVENIDA DE CASTILLA LA MANCHA 54 (TO-413 km 33);"L-S: 07:00-22:00; D: 08:00-22:00";REPSOL;D;P;dm;39,934694;-3,922306;Mocejón;45270;TOLEDO;CASTILLA LA MANCHA
5402;CARRETERA CM-4001 KM. 12,3;L-S: 07:00-21:30;REPSOL;D;P;OM;39,940806;-3,913389;Mocejón;45270;TOLEDO;CASTILLA LA MANCHA
8843;CARRETERA TOLEDO -CUESTA LA REINA KM. 10,200;L-D: 24H;COOP. AMARTAJO;N;R;dm;39,931111;-3,926278;Mocejón;45270;TOLEDO;CASTILLA LA MANCHA
12804;POLIGONO SECTOR TOLEDOI PARCELA 7, 1;L-D: 24H;ECOSUMINISTROS;D;P;dm;39,929250;-3,927806;Mocejón;45270;TOLEDO;CASTILLA LA MANCHA
4384;CL MANZANEQUE 92 (C-400 km 32);L-D: 24H;HNOS.FERNANDEZ;D;P;dm;39,678028;-3,774583;Mora;45400;TOLEDO;CASTILLA LA MANCHA
10869;AUTOVIA CM- 42 KM. 21,3;L-D: 06:00-22:00;REPSOL;D;P;OM;39,693194;-3,835667;Mora;45400;TOLEDO;CASTILLA LA MANCHA
10870;AUTOVIA CM-42 KM. 21,5;L-D: 06:00-22:00;REPSOL;I;P;OM;39,682917;-3,801250;Mora;45400;TOLEDO;CASTILLA LA MANCHA
8844;CARRETERA TURLEQUE, S/Nº KM. ;L-D: 24H;NTRA. SRA. DE LA ANTIGUA S. COOP. DE CLM;N;R;dm;39,678250;-3,766194;Mora;45400;TOLEDO;CASTILLA LA MANCHA
12759;CARRETERA TEMBLEQUE KM. S/N;L-D: 24H;ACEVIN;D;R;dm;39,686111;-3,758361;Mora;45400;TOLEDO;CASTILLA LA MANCHA
4388;CL/ TOLEDO 85 (C-400 km 30,7);"L-V: 06:00-21:00; S: 08:00-21:00; D: 08:00-14:00";HNOS.FERNANDEZ;D;P;dm;39,689194;-3,777250;Mora;45400;TOLEDO;CASTILLA LA MANCHA
5403;PLAZA PRINCIPE DE ASTURIAS, 1;L-D: 07:00-22:00;BP MENCHERO VEGUE S.L.;N;P;dm;39,685056;-3,771167;Mora;45400;TOLEDO;CASTILLA LA MANCHA
5389;CARRETERA N-502 KM. 162,800;"L-S: 07:30-22:00; D: 08:00-22:00";PETRONOR;D;P;dm;39,654111;-4,983972;Nava de Ricomalillo (La);45670;TOLEDO;CASTILLA LA MANCHA
8845;AVENIDA CORDOBA, 2;L-D: 24H;OILNAVA;N;R;dm;39,652972;-4,989306;Nava de Ricomalillo (La);45670;TOLEDO;CASTILLA LA MANCHA
8846;CAMINO MALENA, S/N;L-D: 24H;GAMOSA, S COOP DE CLM;N;R;dm;39,635250;-4,482889;Navahermosa;45150;TOLEDO;CASTILLA LA MANCHA
9054;CTRA DE TOLEDO km 49,600;"L-S: 06:30-21:30; D: 07:00-21:30";REPSOL;I;P;dm;39,637833;-4,464361;Navahermosa;45150;TOLEDO;CASTILLA LA MANCHA
8847;CTRA. TALAVERA, KM. 54;L-D: 07:00-23:00;COOP. SAN ISIDRO DE NAVALCAN;N;R;dm;40,066966;-5,087562;Navalcán;45610;TOLEDO;CASTILLA LA MANCHA
8848;AVDA. DE LA ILUSTRACION, 9;L-D: 24H;NAVALGAS, S.COOP. DE CLM;N;R;dm;39,729771;-4,638284;Navalmorales (Los);45140;TOLEDO;CASTILLA LA MANCHA
5420;CALLE SAN FRANCISCO, 66;L: 07:00-22:00;BP GASOLEOS LOS NAVALMORALES;N;P;dm;39,718667;-4,642806;Navalmorales (Los);45140;TOLEDO;CASTILLA LA MANCHA
8849;CARRERA DE CABALLOS, S/N.;L-D: 24H;GASONAVA;N;R;dm;39,671771;-4,645395;Navalucillos (Los);45130;TOLEDO;CASTILLA LA MANCHA
8850;CALLE AGUA, 2;L-D: 24H;PETRONOBLE;N;R;dm;39,978722;-3,433639;Noblejas;45350;TOLEDO;CASTILLA LA MANCHA
5342;CARRETERA N-400 KM. 56,800;L-D: 06:30-22:30;REPSOL;I;P;OM;39,973917;-3,449056;Noblejas;45350;TOLEDO;CASTILLA LA MANCHA
11848;POLIGONO LA CARBONERA, S/N;L-D: 24H;PETROSERVICE;I;P;dm;39,974389;-3,454583;Noblejas;45350;TOLEDO;CASTILLA LA MANCHA
14204;CALLE DE LOS TRANSPORTISTAS, 20;L-D: 24H;ECOSUMINISTROS 24 H K40;D;P;dm;40,084333;-3,865806;Numancia de la Sagra;45230;TOLEDO;CASTILLA LA MANCHA
10836;AUTOPISTA AUTOPISTA AP-41 KM. 31,780;L: 24H;GALP;D;P;dm;40,057667;-3,865444;Numancia de la Sagra;45230;TOLEDO;CASTILLA LA MANCHA
10837;AUTOPISTA AUTOPISTA AP41 KM. 31,760;L-D: 24H;GALP;I;P;dm;40,056056;-3,864444;Numancia de la Sagra;45230;TOLEDO;CASTILLA LA MANCHA
11160;CARRETERA YUNCOS-NUMANCIA DE LA SAGRA KM. S/N;L-D: 24H;BP;D;P;dm;40,083361;-3,866639;Numancia de la Sagra;45230;TOLEDO;CASTILLA LA MANCHA
5505;AUTOVIA A4 KM 64,500 SALIDA 62 KM. 64,500;"L-V: 06:00-22:00; S-D: 07:00-22:00";GALP;N;P;dm;39,934250;-3,489444;Ocaña;45300;TOLEDO;CASTILLA LA MANCHA
5499;PZA. DE PILAREJO, 1;"L-V: 06:30-22:30; S-D: 09:00-18:00";CEPSA;N;P;OM;39,955944;-3,503528;Ocaña;45300;TOLEDO;CASTILLA LA MANCHA
5497;CARRETERA CTRA.N-301 KM. 67;L-D: 24H;V.O.;N;P;dm;39,940722;-3,448667;Ocaña;45300;TOLEDO;CASTILLA LA MANCHA
8851;CARRETERA ANTIGUA DE YEPES KM. S/N;L-D: 24H;LA MESA DE OCAÑA;N;R;dm;39,955639;-3,505528;Ocaña;45300;TOLEDO;CASTILLA LA MANCHA
12987;CALLE CTRA. CABAÑAS, 2;L-D: 24H;OPENGAS;N;P;dm;39,953806;-3,505500;Ocaña;45300;TOLEDO;CASTILLA LA MANCHA
5469;CR A-42  P.K. 63,30 D;L-D: 06:00-22:00;REPSOL;D;P;OM;39,913778;-4,008778;Olías del Rey;45280;TOLEDO;CASTILLA LA MANCHA
5470;CR A-42, 63,30 I;L-D: 06:00-22:00;REPSOL;I;P;OM;39,913611;-4,008111;Olías del Rey;45280;TOLEDO;CASTILLA LA MANCHA
5475;CARRETERA MADRID-TOLEDO KM. 57,700;"L-V: 06:00-22:00; S-D: 07:00-23:00";CEPSA;D;P;dm;39,958806;-3,985056;Olías del Rey;45280;TOLEDO;CASTILLA LA MANCHA
5476;AUTOVIA A-42 KM. 57,700;"L-V: 06:00-22:00; S-D: 07:00-23:00";CEPSA;I;P;dm;39,959556;-3,983694;Olías del Rey;45280;TOLEDO;CASTILLA LA MANCHA
11730;CARRETERA CM-4006 P.IND. SECTOR 12 PARCELAS 38 A 41 KM. S/N;L-D: 07:00-23:00;SHELL;I;P;OM;39,945083;-3,995611;Olías del Rey;45280;TOLEDO;CASTILLA LA MANCHA
8049;CARRETERA ARANJUEZ- ONTIGOLA KM. 2,700;L-D: 07:00-23:00;REPSOL;I;P;dm;40,013056;-3,588278;Ontígola;45340;TOLEDO;CASTILLA LA MANCHA
5492;AUTOVIA N IV KM. 55,2;L-D: 07:00-23:00;GALP;I;P;dm;39,978306;-3,567000;Ontígola;45340;TOLEDO;CASTILLA LA MANCHA
5491;AUTOVIA N IV KM. 55,2;L-D: 07:00-23:00;GALP;D;P;dm;39,976889;-3,566889;Ontígola;45340;TOLEDO;CASTILLA LA MANCHA
5368;CARRETERA N-401 KM. 103;L: 07:00-22:00;CEPSA;I;P;dm;39,650833;-3,886389;Orgaz;45450;TOLEDO;CASTILLA LA MANCHA
8852;CARRERA SONSECA, 27;L-D: 24H;GASOLEORGAZ, S COOP DE CLM;N;R;dm;39,649722;-3,882333;Orgaz;45450;TOLEDO;CASTILLA LA MANCHA
5394;CARRETERA ANTIGUA DE EXTREMADURA KM. 148;L-D: 07:00-23:00;REPSOL;I;P;dm;39,920472;-5,183917;Oropesa;45560;TOLEDO;CASTILLA LA MANCHA
5333;CALLE POLIGONO 6, 104;L-D: 24H;GALP;D;P;dm;39,927389;-5,185778;Oropesa;45560;TOLEDO;CASTILLA LA MANCHA
5417;AUTOVIA EXTREMADRUA KM. 87;L-D: 06:00-22:00;CEPSA;I;P;dm;40,020917;-4,505278;Otero;45543;TOLEDO;CASTILLA LA MANCHA
5343;AVENIDA PORTUGAL, S/N;"L-S: 06:00-22:00; D: 08:00-15:00";REPSOL;D;P;OM;40,055333;-3,838833;Pantoja;45290;TOLEDO;CASTILLA LA MANCHA
5351;CARRETERA COMARCAL 5100 KM. 5,300;L-D: 06:00-22:00;REPSOL;I;P;OM;40,010556;-4,820333;Pepino;45638;TOLEDO;CASTILLA LA MANCHA
4376;CARRETERA 5001 KM. 4;L-D: 06:30-22:30;AVIA ;N;P;dm;39,990806;-4,794472;Pepino;45638;TOLEDO;CASTILLA LA MANCHA
8854;CAMINO VIEJO DE GÁLVEZ S/N, S/N;L-D: 24H;AGROPECUARIA SANTO CRISTO,S.COOP. DE C-LM;N;R;dm;39,785306;-4,175667;Polán;45161;TOLEDO;CASTILLA LA MANCHA
4385;CARRETERA CM-401 A KM. 14,500;L-D: 07:00-22:00;BERMUDEZ;D;P;dm;39,792056;-4,160167;Polán;45161;TOLEDO;CASTILLA LA MANCHA
11159;CAMINO DEL PRADO, S/N.;L-D: 24H;NTRA.SRA.PAZ  PORTILLO;N;R;dm;40,066889;-4,231500;Portillo de Toledo;45512;TOLEDO;CASTILLA LA MANCHA
8855;CALLE DEL VINO, 1;L-D: 24H;COOP.NTRA.SRA.DEL EGIDO;N;R;dm;39,595466;-3,111673;Puebla de Almoradiel (La);45840;TOLEDO;CASTILLA LA MANCHA
5367;CARRETERA NAVAHERMOSA -QUINTANAR DE LA ORDEN KM. 129,600;L-D: 24H;PETRONOR;D;P;dm;39,594361;-3,081250;Puebla de Almoradiel (La);45840;TOLEDO;CASTILLA LA MANCHA
8856;CALLE LAS CUMBRES, 1;L-D: 24H;COOP.NTRA.SRA.SOLEDAD;N;R;dm;39,868500;-4,362861;Puebla de Montalbán (La);45516;TOLEDO;CASTILLA LA MANCHA
5358;CALLE SANTA LUCIA, S/N;L-D: 06:30-21:45;REPSOL;D;P;dm;39,858944;-4,359528;Puebla de Montalbán (La);45516;TOLEDO;CASTILLA LA MANCHA
5506;CM-4000 km P.K.29,0;L-D: 24H;FARRUCO S.A.;N;P;dm;39,872722;-4,356583;Puebla de Montalbán (La);45516;TOLEDO;CASTILLA LA MANCHA
5350;CALLE CTRA TALAVERA, 4;L-S: 07:00-14:00 y 16:00-19:00;CEPSA;D;P;dm;39,908778;-4,681778;Pueblanueva (La);45690;TOLEDO;CASTILLA LA MANCHA
8857;CALLE LOS MOLINOS, S/N;L-D: 24H;COOP. SANTA CRUZ DE LA JARA;N;R;dm;39,914889;-4,678639;Pueblanueva (La);45690;TOLEDO;CASTILLA LA MANCHA
8858;CAMINO DE LA DEHESA, S/N.;L-D: 24H;COOP. SAN ANTON;N;R;dm;39,688750;-4,156083;Pulgar;45125;TOLEDO;CASTILLA LA MANCHA
5454;CARRETERA CM-4013 KM. 23,4;L: 07:00-19:00;REPSOL;I;P;dm;39,690556;-4,155833;Pulgar;45125;TOLEDO;CASTILLA LA MANCHA
8859;CAMINO ALCAZAR, S/N;L-D: 24H;COOP. NTRA.SRA.DEL PILAR;N;R;dm;39,508889;-3,244361;Quero;45790;TOLEDO;CASTILLA LA MANCHA
10218;CARRETERA MIGUEL ESTEBAN KM. 14,600;L-V: 08:00-14:00 y 16:00-20:00;REPSOL;I;P;OM;39,510500;-3,241944;Quero;45790;TOLEDO;CASTILLA LA MANCHA
5459;CR N-301, 122;L-D: 06:30-22:30;REPSOL;I;P;OM;39,586861;-3,035750;Quintanar de la Orden;45800;TOLEDO;CASTILLA LA MANCHA
11970;AVENIDA SAN FERNANDO, 80;L-D: 06:30-22:30;REPSOL;I;P;OM;39,600194;-3,049778;Quintanar de la Orden;45800;TOLEDO;CASTILLA LA MANCHA
8860;CAMINO CEMENTERIO, S/N;L-D: 24H;PETROQUINTANAR, C COOP DE CLM;N;R;dm;39,585556;-3,042417;Quintanar de la Orden;45800;TOLEDO;CASTILLA LA MANCHA
13081;AVENIDA IV CENTENARIO, 58;L-D: 24H;VIMAR HIDROCARBUROS SL;I;P;dm;39,585750;-3,039361;Quintanar de la Orden;45800;TOLEDO;CASTILLA LA MANCHA
