IDEESS;Dirección;Horario;Rótulo;Margen;Tipo Venta;Remisión;Latitud;Longitud (WGS84);Municipio;C.P.;Provincia;CCAA
6838;AVENIDA DEL TREINTA, 121;L-D: 06:30-23:00;REPSOL;I;P;OM;36,777611;-2,792222;Ejido (El);04700;ALMERÍA;ANDALUCÍA
5795;AVENIDA OASIS, 260;L-D: 06:00-23:00;REPSOL;D;P;OM;36,758556;-2,805444;Ejido (El);04700;ALMERÍA;ANDALUCÍA
10562;RAMBLA BERNAL, 19;L-V: 09:00-13:00 y 16:00-19:00;TRANSPORTES BEARCA S.L.;I;P;dm;36,797944;-2,727306;Ejido (El);04700;ALMERÍA;ANDALUCÍA
10925;CARRETERA AL-9008 KM. 4,593;L-D: 06:00-00:00;E.S CAMPOEJIDO TIERRAS ALMERIA;D;P;dm;36,723944;-2,795139;Ejido (El);04700;ALMERÍA;ANDALUCÍA
11350;CALLE CAÑADA CORTES, S/N;L-D: 24H;BDMED;D;P;dm;36,758000;-2,800194;Ejido (El);04700;ALMERÍA;ANDALUCÍA
13874;CALLE MARSELLA, S/N;"L-V: 07:00-22:00; S: 07:00-15:00";AGROPONIENTE;N;P;dm;36,782944;-2,756139;Ejido (El);04700;ALMERÍA;ANDALUCÍA
10965;CARRETERA A-389 KM. 1;L-S: 07:00-21:00;EJIDOMAR;I;R;dm;36,746528;-2,804222;Ejido (El);04700;ALMERÍA;ANDALUCÍA
12661;PARAJE LOS ALJIBILLOS, S/N;L-S: 08:00-20:00;INDASOL;D;P;dm;36,788611;-2,825111;Ejido (El);04700;ALMERÍA;ANDALUCÍA
12067;AVENIDA ALMERIMAR, S/N;L: 06:00-00:00;AGROIRIS, S.A.T.;D;P;dm;36,721528;-2,794556;Ejido (El);04700;ALMERÍA;ANDALUCÍA
12543;CAMINO CAMINO DE ROQUETAS, 77;L-D: 06:00-00:00;E.S.CAMPOEJIDO-LA ALDEILLA;D;P;dm;36,775000;-2,752222;Ejido (El);04710;ALMERÍA;ANDALUCÍA
10005;CARRETERA IRYDA POLIG. IND. LA REDONDA KM. S/N;L-D: 24H;PARKING LA REDONDA;D;P;dm;36,780444;-2,748806;Ejido (El);04710;ALMERÍA;ANDALUCÍA
9738;CARRETERA DE LA MOJONERA KM. 0,300;L-D: 24H;TRUCK STOP EL EJIDO S.L.;D;P;dm;36,775278;-2,782250;Ejido (El);04710;ALMERÍA;ANDALUCÍA
9742;CARRETERA N 340 KM. 413;L-D: 06:00-00:00;TRUCK STOP DEL PONIENTE ;D;P;dm;36,782917;-2,756222;Ejido (El);04710;ALMERÍA;ANDALUCÍA
10952;LOMA DEL VIENTO,  Nº 78;L: 07:00-22:00;ECONORIAS;D;P;dm;36,747750;-2,735917;Ejido (El);04716;ALMERÍA;ANDALUCÍA
10993;PARAJE CAMINO DE ROQUETAS, 66;"L-V: 07:30-14:00 y 15:30-20:00; S: 07:30-14:00";SUMINISTROS ACIEN Y BARRANCO;N;P;dm;36,772611;-2,753139;Ejido (El);04716;ALMERÍA;ANDALUCÍA
10155;CARRETERA AL-3303 KM. 1;L-D: 06:30-23:30;BP COOP SANTA MARIA-EL EJIDO;D;P;dm;36,782167;-2,787444;Ejido (El);04700;ALMERÍA;ANDALUCÍA
13428;CALLE AGUA, 60;L-S: 07:00-22:00;COHORSAN SCA;D;P;dm;36,709667;-2,691417;Ejido (El);04716;ALMERÍA;ANDALUCÍA
6427;CARRETERA 223 KM. 29;L-D: 06:00-22:00;AGLA;N;P;dm;36,714472;-2,700944;Ejido (El);04700;ALMERÍA;ANDALUCÍA
10571;AVENIDA LA REDONDA S/N, S/N;L: 06:00-22:00;E.S.BALERMAMAR SL;D;P;dm;36,733306;-2,884444;Ejido (El);04712;ALMERÍA;ANDALUCÍA
5624;A-92A km 333;L-D: 06:00-00:00;CEPSA;D;P;dm;37,160889;-2,832778;Fiñana;04500;ALMERÍA;ANDALUCÍA
13560;CALLE ARGENTINA (CAÑ), 34;L-D: 24H;GONZALEZ CAÑABATE CARBURANTES;I;P;dm;37,363417;-2,266972;Fines;04869;ALMERÍA;ANDALUCÍA
13771;PARAJE MOJON. POLIGONO 5. PARCELA, 44;L-D: 24H;SUIMASA;D;P;dm;37,358167;-2,282472;Fines;04869;ALMERÍA;ANDALUCÍA
12695;CARRETERA DE BAZA A HUERCAL OVERA KM. 58,000;L-D: 06:00-22:00;REPSOL;D;P;dm;37,363194;-2,268139;Fines;04869;ALMERÍA;ANDALUCÍA
10711;POLIGONO LAS CRUCES,, 4;L-S: 08:00-2:00 y 16:00-20:00;COOP. TRACOMAR;D;P;dm;37,364889;-2,266167;Fines;04869;ALMERÍA;ANDALUCÍA
5625;BARRIO RUINI, 16;L: 06:00-22:00;CEPSA;D;P;dm;36,945361;-2,475083;Gádor;04560;ALMERÍA;ANDALUCÍA
6865;CARRETERA CTRA. NACIONAL 340 KM. 520,700;L-D: 07:00-22:00;REPSOL;I;P;OM;37,168139;-1,932611;Gallardos (Los);04280;ALMERÍA;ANDALUCÍA
5653;AUTOVIA A92 SUR KM. 358;L-D: 06:30-22:30;BP;N;P;dm;37,116917;-2,561278;Gérgal;04550;ALMERÍA;ANDALUCÍA
14985;CARRETERA TORRECÁRDENAS Nº 167 KM. 8;L: 24H;E.S.TORRECÁRDENAS ;N;P;dm;36,866694;-2,440944;Huércal de Almería;04230;ALMERÍA;ANDALUCÍA
13892;CARRETERA NACIONAL 340, PARAJE ZAMARULA KM. 449;L-D: 06:00-22:00;CEPSA;D;P;dm;36,898972;-2,445167;Huércal de Almería;04230;ALMERÍA;ANDALUCÍA
6861;CARRETERA N-340 KM. 446;L-D: 06:00-22:00;REPSOL;D;P;OM;36,874972;-2,444778;Huércal de Almería;04230;ALMERÍA;ANDALUCÍA
6848;CARRETERA NACIONAL 340 KM. 555;L-D: 06:00-00:00;CEPSA;D;P;dm;37,401306;-1,938639;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
6535;CR AUTOVIA DEL MEDITERRANEO KM;L-D: 24H;"ANDAMUR ""EL LIMITE""";N;P;dm;37,481194;-1,870111;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
6945;CARRETERA CARRETERA NACIONAL 340 KM. 554,1;L: 07:00-23:00;REPSOL;D;P;dm;37,386194;-1,940889;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
5639;CARRETERA A-350 KM. 5,100;L-D: 06:00-00:00;E.S H8 ENERGYS;I;P;dm;37,416778;-1,876222;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
13417;CALLE MIGUEL URIBE GÓMEZ, 4;L-D: 24H;OIL JCJ;D;P;dm;37,415528;-1,967222;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
5634;CARRETERA N-340 KM. 542,4;L-D: 06:00-23:00;CEPSA;D;P;dm;37,315833;-1,963750;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
11110;CARRERA A-327, 32;L-D: 07:00-21:00;OIL BAROL;D;P;dm;37,411111;-1,963028;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
14754;CARRETERA ESTACIÓN KM. 159;L-D: 24H;PLENOIL;D;P;dm;37,399000;-1,951444;Huércal-Overa;04600;ALMERÍA;ANDALUCÍA
13182;AUTOVIA A7 SALIDA 559 KM. 559;L-D: 24H;CEPSA;D;P;dm;37,434583;-1,910667;Huércal-Overa;04662;ALMERÍA;ANDALUCÍA
6869;CR N-340, 547;L-D: 24H;REPSOL;D;P;dm;37,352056;-1,970917;Huércal-Overa;04662;ALMERÍA;ANDALUCÍA
6827;CARRETERA ORGIVA-AGADOR KM. 96;L-D: 07:00-14:00;REPSOL;I;P;dm;36,988611;-2,911278;Láujar de Andarax;04470;ALMERÍA;ANDALUCÍA
13702;POLIGONO LA REDONDA, 1;L-D: 24H;INICIATIVAS RUMIAL;D;P;dm;37,219444;-2,064417;Lubrín;04271;ALMERÍA;ANDALUCÍA
11939;CARRETERA OLULA-MACAEL KM. 1,7;L-V: 08:30-13:30 y 15:00-20:00;SUIMASA;I;P;dm;37,341167;-2,294583;Macael;04867;ALMERÍA;ANDALUCÍA
6437;CARRETERA CTRA. DE TAHAL KM. 3;"L-S: 07:00-21:00; D: 08:00-14:00";NTRA SRA DEL ROSARIO;D;P;dm;37,333306;-2,299139;Macael;04867;ALMERÍA;ANDALUCÍA
6685;CALLE CAMINO REAL, SN;L: 07:00-22:00;REPSOL;D;P;dm;37,707972;-2,168333;María;04838;ALMERÍA;ANDALUCÍA
6944;CR AL-118, 0,6;L-D: 06:00-22:00;REPSOL;D;P;OM;37,169056;-1,824028;Mojácar;04638;ALMERÍA;ANDALUCÍA
5631;PARAJE LOS GURULLOS, S/N;L: 07:00-22:00;CEPSA;I;P;dm;37,138583;-1,840083;Mojácar;04638;ALMERÍA;ANDALUCÍA
6966;N-340 km 420,7;L-D: 24H;REPSOL;I;P;OM;36,796056;-2,686917;Mojonera (La);04745;ALMERÍA;ANDALUCÍA
8569;CARRETERA N-340 KM. 418;L-D: 06:00-22:00;SHELL;I;P;OM;36,790778;-2,706361;Mojonera (La);04745;ALMERÍA;ANDALUCÍA
14975;CALLE ALHONDIGA, S/N;L: 24H;AGLA E.S. CRUCE LOS PALOS;D;P;dm;36,751667;-2,695389;Mojonera (La);04745;ALMERÍA;ANDALUCÍA
8568;CARRETERA N-340 KM. 418;L-D: 24H;SHELL;D;P;OM;36,791667;-2,706861;Mojonera (La);04279;ALMERÍA;ANDALUCÍA
6718;PARAJE LOS NAVARROS, S/N;L-D: 06:00-22:00;REPSOL;I;P;OM;37,112528;-2,618361;Nacimiento;04540;ALMERÍA;ANDALUCÍA
5798;CR N-340, 487;L-D: 24H;REPSOL;I;P;OM;36,955667;-2,127111;Níjar;04100;ALMERÍA;ANDALUCÍA
10574;N-341 (NIJAR-CARBONERAS) km 0,5;L-D: 24H;SHELL;D;P;OM;36,992000;-2,062944;Níjar;04100;ALMERÍA;ANDALUCÍA
6864;CARRETERA AL-340 ALMERIA-NIJAR KM. 30;L-D: 07:00-22:00;BP NIJAR;N;P;dm;36,949250;-2,205833;Níjar;04100;ALMERÍA;ANDALUCÍA
5613;AUTOVIA AUTOVIA DEL MEDITERRANEO SAL.471 KM. 471;L-D: 07:00-22:00;BP ESTACION DE SERVICIO EL 21;N;P;dm;36,869083;-2,229556;Níjar;04100;ALMERÍA;ANDALUCÍA
9494;AUTOVIA ALMERIA  MURCIA SALIDA 494 KM. ;L-D: 06:00-00:30;BP VENTA DEL POBRE;I;P;dm;36,993861;-2,067056;Níjar;04100;ALMERÍA;ANDALUCÍA
14559;CALLE BRUSELAS, 60;L-D: 24H;PLENOIL;D;P;dm;36,911806;-2,166361;Níjar;04117;ALMERÍA;ANDALUCÍA
6517;CRTA. DE YRIDA km 27;L-D: 06:00-23:00;"CASI "" COOPERATIVA AGRICOLA """;I;P;dm;36,904333;-2,178361;Níjar;04117;ALMERÍA;ANDALUCÍA
6824;CARRETERA DE IRYDA KM. 5200;L-D: 06:00-22:00;REPSOL;I;P;OM;36,898083;-2,186444;Níjar;04117;ALMERÍA;ANDALUCÍA
14011;CARRETERA A SAN JOSE KM. 2;L-D: 24H;BIO SABOR;I;R;dm;36,921778;-2,193194;Níjar;04117;ALMERÍA;ANDALUCÍA
12783;CARRETERA IRYDA (CH) KM. 5;L-D: 07:00-23:00;HORTOFRUCOOP S.C.A.;D;P;dm;36,922972;-2,149167;Níjar;04117;ALMERÍA;ANDALUCÍA
12003;CARRETERA IRYDA-CAMPOHERMOSO KM.9 KM. 9;"L-S: 08:00-22:00; D: 08:00-14:00";S.A.T. COSTA DE NIJAR;N;P;dm;36,946556;-2,152222;Níjar;04117;ALMERÍA;ANDALUCÍA
14712;PARAJE LOS TRANCES. POLÍGONO 205 PARCELAS 9-10, S/N;L-S: 08:00-20:00;LITORAL DE NIJAR;N;P;dm;36,896111;-2,157222;Níjar;04117;ALMERÍA;ANDALUCÍA
14181;PARAJE CAÑADA MENA, PARCELAS 10-11, 10;L: 07:00-22:00;COPROHNIJAR S.C.A.;N;P;dm;36,920917;-2,172417;Níjar;04117;ALMERÍA;ANDALUCÍA
14870;CARRETERA LOS GALLARDOS KM. 40;L-D: 24H;PLENOIL;D;P;dm;36,935694;-2,133694;Níjar;04110;ALMERÍA;ANDALUCÍA
5640;CARRETERA IRIDA KM. 15,6;"L-S: 06:00-22:00; D: 07:00-22:00";CEPSA;D;P;dm;36,927306;-2,143667;Níjar;04110;ALMERÍA;ANDALUCÍA
8788;CARRETERA DE LAS NEGRAS KM. 149;L-D: 06:00-23:00;BP;D;P;dm;36,940667;-2,138694;Níjar;04110;ALMERÍA;ANDALUCÍA
14538;CALLE VILLA MARIA SURTIDOR, S/N;L-D: 24H;PETROPRIX;N;P;dm;36,925778;-2,143944;Níjar;04110;ALMERÍA;ANDALUCÍA
6919;CARRETERA AL-3201 KM. 6,5;L-D: 07:00-22:00;REPSOL;I;P;OM;36,815778;-2,160972;Níjar;04117;ALMERÍA;ANDALUCÍA
6520;AVENIDA AVDA. ALMANZORA, 45;L: 06:30-22:30;EE.SS. SAN SEBASTIAN;N;P;dm;37,356667;-2,297500;Olula del Río;04860;ALMERÍA;ANDALUCÍA
5633;AVENIDA ANDALUCIA, 62;L-D: 07:00-23:00;CEPSA;I;P;dm;37,485000;-2,287528;Oria;04810;ALMERÍA;ANDALUCÍA
6911;CR AL-610, 2,2;L-D: 06:00-23:00;PETRONOR;I;P;OM;37,394500;-1,752083;Pulpí;04640;ALMERÍA;ANDALUCÍA
12150;POLIGONO POLIGONO INDUSTRIAL PULPI, S/N;L-D: 07:00-22:00;E.S. AQUACENTER;D;P;dm;37,393194;-1,760833;Pulpí;04640;ALMERÍA;ANDALUCÍA
12881;POLIGONO S-LF1, 1;L-D: 24H;APARCAMIENTOS DE PULPI;N;P;dm;37,383472;-1,749139;Pulpí;04640;ALMERÍA;ANDALUCÍA
5763;CR A-334, 50.9 (A-334 km 50,9);"L-V: 06:30-22:00; S-D: 07:00-22:00";REPSOL;D;P;dm;37,358250;-2,339556;Purchena;04870;ALMERÍA;ANDALUCÍA
5769;CR A-92, 386;L-D: 06:00-22:00;REPSOL;I;P;dm;36,960750;-2,466583;Rioja;04260;ALMERÍA;ANDALUCÍA
10971;CAMINO DE LAS MERCADOS Nº 50;L-S: 08:00-14:00 y 16:00-19:00;CONSUMOMAR S.C.A.;D;P;dm;36,751385;-2,637818;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5572;CARRETERA CRTA. ALICUN KM. S/N;L-D: 24H;CARREFOUR;N;P;dm;36,776111;-2,611944;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
10860;CR  E-15  ,P.K. 429  (N-340 SALIDA;L-D: 06:00-22:00;REPSOL;D;P;OM;36,819917;-2,597167;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
8386;CARRETERA DE LA MOJONERA KM. 285;L-D: 06:00-22:00;E.S. CAMPOEJIDO ROQUETAS;N;P;dm;36,761111;-2,636944;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
12965;CARRETERA ALMERIA 9029 KM. 1;L-D: 24H;E.S PACOCALCULA;D;P;dm;36,773194;-2,629694;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5802;CARRETERA ALICUN KM. 5,05;L-D: 07:00-22:00;REPSOL;I;P;dm;36,798722;-2,602111;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5801;CTRA. ALICUN KM 5.05 (A-391 km 3,8);L-D: 06:00-23:00;REPSOL;D;P;dm;36,798611;-2,601222;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5574;AVENIDA DE ALICUN, 23 (A-391 km 0,5);L-D: 07:00-23:00;CEPSA;I;P;dm;36,769972;-2,613417;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5573;AVENIDA ALICUN, 62;L-D: 24H;CEPSA;D;P;dm;36,771750;-2,613361;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5629;CARRETERA SABINAL KM. 337;L-D: 06:00-23:00;CEPSA;I;P;dm;36,741306;-2,616861;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
5630;CARRETERA MOJONERA (MO) KM. 37;L-D: 06:00-23:00;CEPSA;I;P;dm;36,759611;-2,645694;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
8954;CAMINO DE LOS MERCADOS, S/N;L-D: 07:00-22:00;COSTA DE ALMERIA;D;P;dm;36,757167;-2,642528;Roquetas de Mar;04740;ALMERÍA;ANDALUCÍA
6926;AVENIDA CARLOS III (AS), 305;L-D: 24H;BP AGUADULCE;N;P;dm;36,811083;-2,584861;Roquetas de Mar;04720;ALMERÍA;ANDALUCÍA
5627;AVENIDA CALOS III, 82;L-D: 24H;CEPSA;D;P;dm;36,809278;-2,592917;Roquetas de Mar;04720;ALMERÍA;ANDALUCÍA
11946;CALLE JOSE MARIA MOLINA, S/N;L-D: 07:00-23:00;REPSOL;D;P;OM;36,822694;-2,582556;Roquetas de Mar;04720;ALMERÍA;ANDALUCÍA
8943;N-324 km 311,900;L-D: 07:00-22:00;LOS MILLARES;N;P;dm;36,962917;-2,537639;Santa Fe de Mondújar;04420;ALMERÍA;ANDALUCÍA
10205;BO EL PUNTAL, SN;"L-V: 08:00-18:00; S: 08:00-14:00";CEPSA - LOS FILABRES SCA;D;P;dm;37,169833;-2,128694;Sorbas;04270;ALMERÍA;ANDALUCÍA
6445;CARRETERA A-316 UBEDA-CABRA  PK. 169 KM. S/N;L-D: 06:00-22:00;E/S  SAN JAVIER;D;P;dm;37,097500;-2,121306;Sorbas;04270;ALMERÍA;ANDALUCÍA
6839;AVENIDA RICARDO FABREGA, 81;L: 06:00-22:00;BP LA ERA TABERNAS;N;P;dm;37,057278;-2,387556;Tabernas;04200;ALMERÍA;ANDALUCÍA
5647;CR A-92, 379;L-D: 06:00-22:00;REPSOL;D;P;dm;37,016417;-2,446056;Tabernas;04200;ALMERÍA;ANDALUCÍA
11971;CARRETERA N-340A KM. 479;L: 06:00-22:00;REPSOL;D;P;dm;37,084750;-2,308667;Tabernas;04200;ALMERÍA;ANDALUCÍA
5642;CARRETERA HUERCAL-OVERA KM. 19400;L-S: 08:00-14:00 y 15:30-20:30;CEPSA;I;P;dm;37,463389;-2,071556;Taberno;04692;ALMERÍA;ANDALUCÍA
5637;CARRETERA A-349 KM. 26,6;L-D: 07:00-22:00;CEPSA;D;P;dm;37,231111;-2,296194;Tahal;04275;ALMERÍA;ANDALUCÍA
6698;AVENIDA AVD.  JOSE ANTONIO, 18;L-D: 06:00-22:00;REPSOL;D;P;OM;37,347722;-2,432222;Tíjola;04880;ALMERÍA;ANDALUCÍA
7985;CARRETERA A-317 KM. 161;L-D: 07:00-23:00;ANROROIL;I;P;dm;37,681861;-2,095889;Vélez-Blanco;04830;ALMERÍA;ANDALUCÍA
10919;CARRETERA C-321, PJE.CAÑADA DE NAVARRO KM 000000 KM. 162;L-S: 07:00-23:00;ANROROIL;D;P;dm;37,678111;-2,090333;Vélez-Blanco;04830;ALMERÍA;ANDALUCÍA
6705;CARRETERA VELEZ BLANCO KM. 26;L-D: 08:00-22:00;TOPFUEL;I;P;dm;37,859639;-2,226750;Vélez-Blanco;04839;ALMERÍA;ANDALUCÍA
12484;POLIGONO LA FORJA, 79/80;"L-V: 08:30-14:00 y 16:00-20:30; S: 09:00-13:30";INV;D;P;dm;37,644861;-2,100750;Vélez-Rubio;04820;ALMERÍA;ANDALUCÍA
6873;AV ANDALUCIA 41;L-D: 24H;(SIN RÓTULO);I;P;dm;37,646750;-2,070389;Vélez-Rubio;04820;ALMERÍA;ANDALUCÍA
13407;CARRETERA C-3327 KM. 1;L-D: 24H;VULCO;D;P;dm;37,237806;-1,854528;Vera;04620;ALMERÍA;ANDALUCÍA
14240;CALLE CARRETERA DE CUEVAS, 1;L-D: 24H;PLENOIL;D;P;dm;37,251333;-1,871778;Vera;04620;ALMERÍA;ANDALUCÍA
11928;CARRETERA DE RONDA KM. 97;L-D: 07:00-22:00;VERADIESEL;D;P;dm;37,239444;-1,868778;Vera;04620;ALMERÍA;ANDALUCÍA
5713;CR AL-3327, 3,8;L-D: 07:00-11:00;REPSOL;I;P;dm;37,220833;-1,836806;Vera;04620;ALMERÍA;ANDALUCÍA
14338;CARRETERA CRTA. NAC 340A KM. 533;L-D: 24H;CEPSA;D;P;dm;37,252778;-1,881333;Vera;04620;ALMERÍA;ANDALUCÍA
6857;CL ANCHA, S.N.;L-D: 07:00-22:00;REPSOL;D;P;OM;37,249083;-1,872667;Vera;04620;ALMERÍA;ANDALUCÍA
6521;CARRETERA 337 KM 1,8 KM. 1,8;L-D: 07:00-23:00;ESTACION SERVICIO VERA SV;N;P;dm;37,234583;-1,850611;Vera;04620;ALMERÍA;ANDALUCÍA
5799;CARRETERA VIATOR - EL ALQUIAN KM. 8,5;"L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00";BP VIATOR;N;P;dm;36,878167;-2,423139;Viator;04240;ALMERÍA;ANDALUCÍA
8276;CALLE SIERRA DE CAZORLA, 23 (P.I. LA JUAIDA), 23;L-D: 06:00-22:00;REPSOL;D;P;dm;36,884611;-2,419472;Viator;04240;ALMERÍA;ANDALUCÍA
11278;PARAJE PISAICA DE LA VIRGEN S/N;L-D: 06:00-22:00;S.A.T. PISAICA DE LA VIRGEN;N;P;dm;36,876635;-2,409402;Viator;04240;ALMERÍA;ANDALUCÍA
13591;POLIGONO SIERRA DE CAZORLA, S7N;L-D: 24H;SHELL;D;P;dm;36,883306;-2,420694;Viator;04230;ALMERÍA;ANDALUCÍA
11934;AVENIDA SIERRA DE GADOR, 6;L-D: 24H;CAMPO ROQUETAS;N;P;dm;36,803278;-2,625167;Vícar;04738;ALMERÍA;ANDALUCÍA
12899;CAMINO CORTIJO SAN LUCIANO, S/N;"L-V: 07:00-14:00 y 15:30-19:00; S: 07:00-13:00";E.S. GASOLEOS HORTICAMPO - VICAR;N;P;dm;36,807167;-2,673639;Vícar;04738;ALMERÍA;ANDALUCÍA
14814;DISEMINADO CARRETERA ZAMORA 2702, 2702;L: 07:00-20:00;E.S. COOP SANTA MARIA-VICAR-MURGIVERDE;D;P;dm;36,831444;-2,641889;Vícar;04738;ALMERÍA;ANDALUCÍA
14715;AVENIDA BULEVAR CIUDAD DE VÍCAR, 715;L-D: 24H;PLENOIL;D;P;dm;36,804333;-2,623361;Vícar;04738;ALMERÍA;ANDALUCÍA
6428;CARRETERA MOJONERA AL SOLANILLO KM. S/N;L-D: 06:00-22:00;AGLA;N;P;dm;36,737694;-2,661000;Vícar;04738;ALMERÍA;ANDALUCÍA
6841;BULEVAR CIUDAD DE VICAR, 659;L-D: 06:00-22:00;REPSOL;N;P;OM;36,804778;-2,621028;Vícar;04738;ALMERÍA;ANDALUCÍA
11515;CARRETERA ROQUETAS KM. 9;L-D: 24H;BP VIAPARK;N;P;OM;36,831444;-2,642722;Vícar;04738;ALMERÍA;ANDALUCÍA
5614;BULEVAR BULEVAR CIUDAD DE VICAR, 300;L-D: 06:00-23:00;BP VICAR;N;P;dm;36,807389;-2,609389;Vícar;04738;ALMERÍA;ANDALUCÍA
12670;PARAJE EL VIZCONDE CARRETERA IRYDA SECTOR IV, S/N;L-D: 06:00-22:00;E.S.VICASOL;I;P;dm;36,782806;-2,675944;Vícar;04738;ALMERÍA;ANDALUCÍA
11046;CTRA. NACIONAL 340;L-D: 24H;CONSUMOMAR;D;P;dm;36,799468;-2,653568;Vícar;04738;ALMERÍA;ANDALUCÍA
14462;AVENIDA ANDALUCIA, S/N;L: 07:00-21:00;OIL BAROL SL;D;P;dm;37,361889;-2,044917;Zurgena;04661;ALMERÍA;ANDALUCÍA
9381;CL MANISITU, 9;L-D: 24H;PREMIRA ENERGIA NORTE, S.L.;D;P;dm;42,846028;-2,509361;Alegría-Dulantzi;01240;ARABA/ÁLAVA;PAIS VASCO
14209;CALLE GASTEIZBIDEA, 59;L-D: 07:00-22:00;ES DULANTZI REPSOL;D;P;dm;42,842917;-2,519194;Alegría-Dulantzi;01240;ARABA/ÁLAVA;PAIS VASCO
13543;POLIGONO ZANKUETA, 0;L-D: 24H;ESTACIONES GB;D;P;dm;43,044333;-2,989111;Amurrio;01468;ARABA/ÁLAVA;PAIS VASCO
45;CARRETERA A-624 KM. 37,8;L-D: 06:00-22:00;CEPSA;D;P;dm;43,031889;-2,967611;Amurrio;01450;ARABA/ÁLAVA;PAIS VASCO
8060;CARRETERA A-132 VITORIA-ESTELLA KM. 23;L-D: 07:00-23:00;(SIN RÓTULO);I;P;dm;42,753194;-2,477917;Arraia-Maeztu;01120;ARABA/ÁLAVA;PAIS VASCO
43;N-240-B km 11,8;L-D: 09:00-21:00;CEPSA;D;P;dm;42,941417;-2,639528;Arrazua-Ubarrundia;01510;ARABA/ÁLAVA;PAIS VASCO
16;AUTOVIA N-1 km 358;L-D: 24H;AVIA;N;P;dm;42,876861;-2,616361;Arrazua-Ubarrundia;01520;ARABA/ÁLAVA;PAIS VASCO
5;AVENIDA GARAY, 23;L-D: 06:00-22:00;AVIA ;D;P;dm;43,123361;-3,122528;Artziniega;01474;ARABA/ÁLAVA;PAIS VASCO
12441;CALLE DEIDA, 6;L-D: 24H;ADS;D;P;dm;42,870861;-2,312056;Asparrena;01250;ARABA/ÁLAVA;PAIS VASCO
50;N-IA km 385,1;L-D: 24H;CEPSA;I;P;OM;42,866417;-2,278694;Asparrena;01260;ARABA/ÁLAVA;PAIS VASCO
114;CR A-132  VITORIA-ESTELLA, 38,1;"L-S: 06:00-22:00; D: 13:30-22:00";PETRONOR;I;P;dm;42,670222;-2,357278;Campezo/Kanpezu;01110;ARABA/ÁLAVA;PAIS VASCO
100;CARRETERA N-1 KM. 364,4;L-D: 06:00-22:00;REPSOL;D;P;OM;42,878556;-2,518167;Elburgo/Burgelu;01192;ARABA/ÁLAVA;PAIS VASCO
11732;CALLE TRATADO DE PARIS, 6;L-D: 24H;EUROCAM;D;P;dm;42,823778;-2,772250;Iruña Oka/Iruña de Oca;01230;ARABA/ÁLAVA;PAIS VASCO
12127;POLIGONO SAN JOSE DE LOS LLANOS, 13;L-D: 24H;BIDEKO ATERPE;N;R;dm;42,811972;-2,809417;Iruña Oka/Iruña de Oca;01230;ARABA/ÁLAVA;PAIS VASCO
12457;CALLE MAASTRICHT, 2;L-D: 24H;ADS;D;R;dm;42,825472;-2,773139;Iruña Oka/Iruña de Oca;01230;ARABA/ÁLAVA;PAIS VASCO
13427;CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2;L-D: 24H;NATURGY;D;P;dm;42,824389;-2,770694;Iruña Oka/Iruña de Oca;01230;ARABA/ÁLAVA;PAIS VASCO
13757;CALLE TRATADO DE MAASTRICH, 1;L-V: 06:00-23:59;GERANTISAN;D;P;dm;42,825250;-2,774750;Iruña Oka/Iruña de Oca;01230;ARABA/ÁLAVA;PAIS VASCO
51;CARRETERA N-124 KM. 35;"L-V: 07:00-21:45; S-D: 08:00-21:45";REPSOL;I;P;OM;42,635194;-2,849833;Labastida;01212;ARABA/ÁLAVA;PAIS VASCO
83;CARRETERA A-124 KM. 65;"L-V: 07:00-21:45; S-D: 08:00-21:45";REPSOL;I;P;OM;42,547639;-2,578806;Laguardia;01300;ARABA/ÁLAVA;PAIS VASCO
24;CARRETERA A-2122 KM. 11;L-D: 07:00-21:00;AVIA;I;P;dm;42,755583;-3,045750;Lantarón;01423;ARABA/ÁLAVA;PAIS VASCO
88;CL ARETA, 2;L-D: 06:00-22:00;PETRONOR;D;P;OM;43,148639;-2,951361;Llodio;01400;ARABA/ÁLAVA;PAIS VASCO
